id,game,name,lane,slot,type,rarity,tier,cost,phrase,description,flavor,keywords,scale_by,damage,damage_multiplier,damage_type,stat_contribution,block,card_draw,self_damage,status_effects_applied,summon,feed_key,mechanics,modifier_kind,raw_json
wv2-s-studied-opacity,Witch Mountain Bridge,the studied opacity of your prose,wit,subject,word,uncommon,2,1,the studied opacity of your prose,+2 wit,"Opacity, when studied, becomes a style. A bad one.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-studied-opacity"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""the studied opacity of your prose"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""flavor"":""Opacity, when studied, becomes a style. A bad one.""}"
wv2-s-quietly-imported,Witch Mountain Bridge,every assumption you've quietly imported,wit,subject,word,uncommon,2,1,every assumption you've quietly imported,+2 wit,"Quietness is, on inspection, the most audible thing here.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-quietly-imported"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""every assumption you've quietly imported"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""flavor"":""Quietness is, on inspection, the most audible thing here.""}"
wv2-s-passes-for-rigor,Witch Mountain Bridge,what passes for rigor here,wit,subject,word,uncommon,2,1,what passes for rigor here,+2 wit,"Passes, in this context, being a verb of movement, not validation.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-passes-for-rigor"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""what passes for rigor here"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""flavor"":""Passes, in this context, being a verb of movement, not validation.""}"
wv2-s-breathtaking-confidence,Witch Mountain Bridge,the breathtaking confidence of your claim,wit,subject,word,uncommon,2,1,the breathtaking confidence of your claim,+2 wit,"Breath is being lost, certainly. The reason is unclear.",observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-breathtaking-confidence"",""schoolId"":""slowburn"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""the breathtaking confidence of your claim"",""tags"":[""observational""],""stats"":{""wit"":2},""flavor"":""Breath is being lost, certainly. The reason is unclear.""}"
wv2-s-unexamined-certainty,Witch Mountain Bridge,your impressively unexamined certainty,wit,subject,word,uncommon,2,1,your impressively unexamined certainty,+2 wit,Impressively because it has lasted this long. Unexamined for the same reason.,observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-unexamined-certainty"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your impressively unexamined certainty"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""flavor"":""Impressively because it has lasted this long. Unexamined for the same reason.""}"
wv2-s-slow-architecture,Witch Mountain Bridge,the slow architecture of your self-deception,wit,subject,word,rare,3,1,the slow architecture of your self-deception,+3 wit,Slow because it had time. Architecture because someone clearly drew plans.,academic|cutting|observational,,,,,3,,,,,,,,,"{""id"":""wv2-s-slow-architecture"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""the slow architecture of your self-deception"",""tags"":[""academic"",""cutting"",""observational""],""stats"":{""wit"":3},""flavor"":""Slow because it had time. Architecture because someone clearly drew plans.""}"
wv2-s-not-thought-through,Witch Mountain Bridge,everything you have not thought through carefully,wit,subject,word,rare,3,1,everything you have not thought through carefully,+3 wit,"Everything is a strong word. It is, here, the precisely correct one.",academic|cutting|observational,,,,,3,,,,,,,,,"{""id"":""wv2-s-not-thought-through"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":3,""rarity"":""rare"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""everything you have not thought through carefully"",""tags"":[""academic"",""cutting"",""observational""],""stats"":{""wit"":3},""flavor"":""Everything is a strong word. It is, here, the precisely correct one.""}"
wv2-s-boucle-starter,Witch Mountain Bridge,your point,wit,subject,word,basic,1,1,your point,+1 wit,"A suggestion that, mercifully, can be revoked.",observational,,,,,1,,,,,,,,,"{""id"":""wv2-s-boucle-starter"",""slot"":""subject"",""tier"":1,""rarity"":""basic"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your point"",""tags"":[""observational""],""stats"":{""wit"":1},""setId"":""slowburn-4"",""setSlot"":""subject"",""schoolId"":""slowburn"",""flavor"":""A suggestion that, mercifully, can be revoked.""}"
wv2-s-gentleman-bidet,Witch Mountain Bridge,your next attack,wit,subject,word,uncommon,2,1,your next attack,+3 wit,A small distinction. A defining one.,observational|cutting,,,,,3,,,,,,,,,"{""id"":""wv2-s-gentleman-bidet"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your next attack"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":3},""setId"":""thorns-1"",""setSlot"":""subject"",""schoolId"":""thorns"",""flavor"":""A small distinction. A defining one.""}"
wv2-s-turn-signal,Witch Mountain Bridge,every word so far,wit,subject,word,uncommon,2,1,every word so far,+2 wit,"A relationship, evidently, of mutual tolerance.",academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-turn-signal"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""every word so far"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""setId"":""crescendo-1"",""setSlot"":""subject"",""schoolId"":""crescendo"",""flavor"":""A relationship, evidently, of mutual tolerance.""}"
wv2-s-linen-october,Witch Mountain Bridge,your reasoning,wit,subject,word,uncommon,2,1,your reasoning,+2 wit,"October being, in fact, the cardinal sin of fabrics.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-linen-october"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your reasoning"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""setId"":""slowburn-2"",""setSlot"":""subject"",""schoolId"":""slowburn"",""flavor"":""October being, in fact, the cardinal sin of fabrics.""}"
wv2-s-your-cuff,Witch Mountain Bridge,your cuff,wit,subject,word,uncommon,2,1,your cuff,+2 wit,"It has a posture. It is, regrettably, the wrong one.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-your-cuff"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your cuff"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""flavor"":""It has a posture. It is, regrettably, the wrong one.""}"
wv2-s-dry-shaving,Witch Mountain Bridge,every blow you throw,wit,subject,word,uncommon,2,1,every blow you throw,+2 wit,"A practice, not a tradition. Tradition requires defenders.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-dry-shaving"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""every blow you throw"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""setId"":""thorns-2"",""setSlot"":""subject"",""schoolId"":""thorns"",""flavor"":""A practice, not a tradition. Tradition requires defenders.""}"
wv2-s-dental-schedule,Witch Mountain Bridge,your aggression,wit,subject,word,uncommon,2,1,your aggression,+2 wit,"A schedule, technically. A regimen, generously.",academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-dental-schedule"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your aggression"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""setId"":""thorns-3"",""setSlot"":""subject"",""schoolId"":""thorns"",""flavor"":""A schedule, technically. A regimen, generously.""}"
wv2-s-yield-sign,Witch Mountain Bridge,this argument,wit,subject,word,uncommon,2,1,this argument,+2 wit,The sign is a contract. The contract is in dispute.,academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-yield-sign"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""this argument"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""setId"":""crescendo-2"",""setSlot"":""subject"",""schoolId"":""crescendo"",""flavor"":""The sign is a contract. The contract is in dispute.""}"
wv2-s-your-volvo,Witch Mountain Bridge,what's been building,wit,subject,word,uncommon,2,1,what's been building,+2 wit,A patient car. A patient car with opinions.,observational|academic,,,,,2,,,,,,,,,"{""id"":""wv2-s-your-volvo"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""what's been building"",""tags"":[""observational"",""academic""],""stats"":{""wit"":2},""setId"":""crescendo-3"",""setSlot"":""subject"",""schoolId"":""crescendo"",""flavor"":""A patient car. A patient car with opinions.""}"
wv2-s-boucle-suggestion,Witch Mountain Bridge,your point,wit,subject,word,uncommon,2,1,your point,+2 wit,"A suggestion that, mercifully, can be revoked.",observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-boucle-suggestion"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your point"",""tags"":[""observational""],""stats"":{""wit"":2},""setId"":""slowburn-4"",""setSlot"":""subject"",""schoolId"":""slowburn"",""flavor"":""A suggestion that, mercifully, can be revoked.""}"
wv2-s-evening-wear,Witch Mountain Bridge,your premise,wit,subject,word,uncommon,2,1,your premise,+2 wit,"Evening wear being, of course, time-stamped.",observational|academic,,,,,2,,,,,,,,,"{""id"":""wv2-s-evening-wear"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your premise"",""tags"":[""observational"",""academic""],""stats"":{""wit"":2},""setId"":""slowburn-5"",""setSlot"":""subject"",""schoolId"":""slowburn"",""flavor"":""Evening wear being, of course, time-stamped.""}"
wv2-s-standards-of-upkeep,Witch Mountain Bridge,your standards of upkeep,wit,subject,word,uncommon,2,1,your standards of upkeep,+2 wit,"Standards being, broadly, what one calls the absence of them.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-standards-of-upkeep"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your standards of upkeep"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""flavor"":""Standards being, broadly, what one calls the absence of them.""}"
wv2-s-towel-rotation,Witch Mountain Bridge,what you throw,wit,subject,word,uncommon,2,1,what you throw,+2 wit,"A rotation, technically. A cycle, generously. A habit, charitably.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-towel-rotation"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""what you throw"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""setId"":""thorns-5"",""setSlot"":""subject"",""schoolId"":""thorns"",""flavor"":""A rotation, technically. A cycle, generously. A habit, charitably.""}"
wv2-s-parallel-parking,Witch Mountain Bridge,every point we've made,wit,subject,word,uncommon,2,1,every point we've made,+2 wit,The attempt is the moral. The result is the comedy.,observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-parallel-parking"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""every point we've made"",""tags"":[""observational""],""stats"":{""wit"":2},""setId"":""crescendo-4"",""setSlot"":""subject"",""schoolId"":""crescendo"",""flavor"":""The attempt is the moral. The result is the comedy.""}"
wv2-s-left-lane-behavior,Witch Mountain Bridge,the case I've laid out,wit,subject,word,uncommon,2,1,the case I've laid out,+2 wit,"The left lane is a covenant. You have, somehow, declined to sign.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-left-lane-behavior"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""the case I've laid out"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""setId"":""crescendo-5"",""setSlot"":""subject"",""schoolId"":""crescendo"",""flavor"":""The left lane is a covenant. You have, somehow, declined to sign.""}"
wv2-s-wool-spring,Witch Mountain Bridge,"your wool, in spring,",wit,subject,word,uncommon,2,1,"your wool, in spring,",+2 wit,"Wool, in spring, being a sartorial cry for help.",observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-wool-spring"",""schoolId"":""slowburn"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your wool, in spring,"",""tags"":[""observational""],""stats"":{""wit"":2},""flavor"":""Wool, in spring, being a sartorial cry for help.""}"
wv2-s-hem-garment,Witch Mountain Bridge,the hem of that garment,wit,subject,word,uncommon,2,1,the hem of that garment,+2 wit,"The hem is, in tailoring, where the honesty lives.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-hem-garment"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""the hem of that garment"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""flavor"":""The hem is, in tailoring, where the honesty lives.""}"
wv2-s-silk-before-8,Witch Mountain Bridge,your conclusion,wit,subject,word,uncommon,2,1,your conclusion,+2 wit,"A specific silk. He has, of course, an example.",academic,,,,,2,,,,,,,,,"{""id"":""wv2-s-silk-before-8"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your conclusion"",""tags"":[""academic""],""stats"":{""wit"":2},""setId"":""slowburn-8"",""setSlot"":""subject"",""schoolId"":""slowburn"",""flavor"":""A specific silk. He has, of course, an example.""}"
wv2-s-bathroom-door,Witch Mountain Bridge,your next move,wit,subject,word,uncommon,2,1,your next move,+2 wit,"A door whose function, somehow, has not been internalised.",observational|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-bathroom-door"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your next move"",""tags"":[""observational"",""cutting""],""stats"":{""wit"":2},""setId"":""thorns-6"",""setSlot"":""subject"",""schoolId"":""thorns"",""flavor"":""A door whose function, somehow, has not been internalised.""}"
wv2-s-evening-regimen,Witch Mountain Bridge,your evening regimen,wit,subject,word,uncommon,2,1,your evening regimen,+2 wit,"A regimen, generously. A pattern, charitably. A habit, factually.",academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-evening-regimen"",""schoolId"":""crescendo"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your evening regimen"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""flavor"":""A regimen, generously. A pattern, charitably. A habit, factually.""}"
wv2-s-post-meal-ritual,Witch Mountain Bridge,your post-meal ritual,wit,subject,word,uncommon,2,1,your post-meal ritual,+2 wit,"Ritual being, in any civilised house, the entire compact.",academic|cutting,,,,,2,,,,,,,,,"{""id"":""wv2-s-post-meal-ritual"",""schoolId"":""thorns"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your post-meal ritual"",""tags"":[""academic"",""cutting""],""stats"":{""wit"":2},""flavor"":""Ritual being, in any civilised house, the entire compact.""}"
wv2-s-roundabout,Witch Mountain Bridge,your relationship to the roundabout,wit,subject,word,uncommon,2,1,your relationship to the roundabout,+2 wit,A roundabout requires a thesis. You arrived with a question.,academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-roundabout"",""schoolId"":""crescendo"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your relationship to the roundabout"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""flavor"":""A roundabout requires a thesis. You arrived with a question.""}"
wv2-s-speed-limit,Witch Mountain Bridge,your relationship to the speed limit,wit,subject,word,uncommon,2,1,your relationship to the speed limit,+2 wit,"A limit being, in fact, an upper bound. Not a target.",academic|observational,,,,,2,,,,,,,,,"{""id"":""wv2-s-speed-limit"",""schoolId"":""crescendo"",""slot"":""subject"",""tier"":2,""rarity"":""uncommon"",""lane"":""wit"",""cost"":1,""type"":""word"",""phrase"":""your relationship to the speed limit"",""tags"":[""academic"",""observational""],""stats"":{""wit"":2},""flavor"":""A limit being, in fact, an upper bound. Not a target.""}"
